,name,type,desc,race,archetype,image_url,views
9811,Solemn Scolding,Trap Card,"If this is the only Set card in your Spell & Trap Zone, when a monster would be Summoned, OR a Spell Card, Trap Card, or monster effect is activated: Pay 3000 LP; negate the Summon or activation, and if you do, destroy that card.",Counter,Solemn,https://images.ygoprodeck.com/images/cards/92512625.jpg,77300
9812,Solemn Strike,Trap Card,"When a monster(s) would be Special Summoned, OR a monster effect is activated: Pay 1500 LP; negate the Summon or activation, and if you do, destroy that card.",Counter,Solemn,https://images.ygoprodeck.com/images/cards/40605147.jpg,2264877
9813,Solemn Warning,Trap Card,"When a monster(s) would be Summoned, OR when a Spell/Trap Card, or monster effect, is activated that includes an effect that Special Summons a monster(s): Pay 2000 LP; negate the Summon or activation, and if you do, destroy it.",Counter,Solemn,https://images.ygoprodeck.com/images/cards/84749824.jpg,911099
9814,Solemn Wishes,Trap Card,Increase your Life Points by 500 points each time you draw a card (or cards).,Continuous,Solemn,https://images.ygoprodeck.com/images/cards/35346968.jpg,209895
9816,Solfachord Formal,Trap Card,"While you have a ""Solfachord"" card(s) in your Pendulum Zone, when your opponent activates a Spell/Trap Card, or monster effect: Shuffle 1 face-up Pendulum Monster from your Extra Deck into the Deck, then apply these effects.
● Pendulum Monsters you control are unaffected by that effect.
● Cards in your Pendulum Zone cannot be destroyed by that effect.
● Cards in your Pendulum Zone cannot be banished by that effect.
You can only activate 1 ""Solfachord Formal"" per turn.",Counter,Solfachord,https://images.ygoprodeck.com/images/cards/92043888.jpg,17682
9818,Solfachord Musica,Trap Card,"Activate 1 of these effects, based on the Pendulum Scales of ""Solfachord"" Pendulum Monster Cards you control;
● Odd: Special Summon 1 face-up ""Solfachord"" Pendulum Monster with an odd Pendulum Scale from your Extra Deck.
● Even: Special Summon 1 face-up ""Solfachord"" Pendulum Monster with an even Pendulum Scale from your Extra Deck.
● Even and Odd: Target 1 card your opponent controls; destroy it.
You can only activate 1 ""Solfachord Musica"" per turn.",Normal,Solfachord,https://images.ygoprodeck.com/images/cards/56058749.jpg,19694
9826,Solomon's Lawbook,Trap Card,Skip your next Standby Phase.,Normal,,https://images.ygoprodeck.com/images/cards/23471572.jpg,63883
9830,Sonic Boom,Trap Card,"During your turn: Target 1 ""Mecha Phantom Beast"" monster on the field; this turn, its ATK becomes double its original ATK, it is unaffected by other Spell/Trap effects, also if it attacks a Defense Position monster, inflict piercing battle damage to your opponent. If this effect is applied to that monster, destroy all Machine-Type monsters you control during the End Phase of this turn. Other monsters cannot attack during the turn you activate this card.",Normal,Mecha Phantom Beast,https://images.ygoprodeck.com/images/cards/93211810.jpg,9852
9836,Sonic Stun,Trap Card,"When an opponent's monster declares an attack: Negate the attack, then you can Special Summon 1 ""T.G."" monster, or 1 Level 4 or lower Tuner, from your hand or Deck.",Normal,T.G.,https://images.ygoprodeck.com/images/cards/93138457.jpg,15604
9849,Soul Demolition,Trap Card,You can only activate this card's effect when you have a Fiend-Type monster on your side of the field. Pay 500 Life Points to use this effect. Both players select 1 Monster Card from their opponent's Graveyard. Remove the selected cards from play.,Continuous,,https://images.ygoprodeck.com/images/cards/76297408.jpg,54700
9851,Soul Drain,Trap Card,"Activate by paying 1000 LP. Monsters that are banished, as well as monsters in the GY, cannot activate their effects.",Continuous,,https://images.ygoprodeck.com/images/cards/73599290.jpg,142077
9853,Soul Energy MAX!!!,Trap Card,"If you control ""Obelisk the Tormentor"" whose original Attribute is DIVINE in your Monster Zone: Tribute 2 other face-up monsters; destroy as many monsters your opponent controls as possible, and if you do, inflict 4000 damage to your opponent. During the Main or Battle Phase: You can banish this card from your GY; add 1 ""Obelisk the Tormentor"" from your Deck or GY to your hand, then immediately after this effect resolves, you can Normal Summon 1 ""Obelisk the Tormentor"". You can only use each effect of ""Soul Energy MAX!!!"" once per turn.",Normal,,https://images.ygoprodeck.com/images/cards/79339613.jpg,6507
9856,Soul Levy,Trap Card,"You can only control 1 ""Soul Levy"". Each time your opponent Special Summons a monster(s), send the top 3 cards of your opponent's Deck to the GY.",Continuous,,https://images.ygoprodeck.com/images/cards/87844926.jpg,37834
9859,Soul Resurrection,Trap Card,"Activate this card by targeting 1 Normal Monster in your Graveyard; Special Summon it in Defense Position. When this card leaves the field, destroy that monster. When that monster is destroyed, destroy this card.",Continuous,,https://images.ygoprodeck.com/images/cards/92924317.jpg,26736
9861,Soul Rope,Trap Card,When a monster you control is destroyed by a card effect and sent to the Graveyard (except during the Damage Step): Pay 1000 LP; Special Summon 1 Level 4 monster from your Deck.,Normal,,https://images.ygoprodeck.com/images/cards/37383714.jpg,38226
9864,Soul Strike,Trap Card,"If your LP is 4000 or less, when an attack is declared involving a monster you control and an opponent's monster: Pay half your LP, then target 1 face-up monster you control; it gains ATK equal to the deficit between your current LP and 4000 until the end of your opponent's turn. You can only activate 1 ""Soul Strike"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/36376145.jpg,9957
9868,Soul Transition,Trap Card,"If you control no Special Summoned monsters: Tribute 1 face-up Level 4 Normal Summoned/Set monster; draw 2 cards. You can only activate 1 ""Soul Transition"" per turn. You cannot Special Summon monsters the turn you activate this card.",Normal,,https://images.ygoprodeck.com/images/cards/88197162.jpg,6787
9874,Soul of the Supreme King,Trap Card,"Pay half your LP; Special Summon 1 ""Supreme King Z-ARC"" from your Extra Deck, ignoring its Summoning conditions, but negate its effects. It is returned to the Extra Deck during the End Phase of the next turn. When your opponent activates a Spell Card or effect: You can banish this card from your GY and 1 ""Supreme King Z-ARC"" from your face-up Monster Zone; Special Summon up to 1 each ""Pendulum Dragon"", ""Xyz Dragon"", ""Synchro Dragon"", and ""Fusion Dragon"" monsters from your hand, Deck, Extra Deck, and/or GY.",Normal,Supreme King,https://images.ygoprodeck.com/images/cards/92428405.jpg,17428
9879,Sound the Retreat!,Trap Card,Return all monsters you control to the hand.,Normal,,https://images.ygoprodeck.com/images/cards/81665333.jpg,12671
9882,Space Dragster,Trap Card,"Special Summon this card as an Effect Monster (Machine-Type/Tuner/FIRE/Level 1/ATK 0/DEF 1800). (This card is also still a Trap Card.) If Summoned this way, other Tuners you control cannot be destroyed by battle or your opponent's card effects while this card is in the Monster Zone.",Continuous,,https://images.ygoprodeck.com/images/cards/92092092.jpg,11820
9887,Spacegate,Trap Card,"Each time a monster your opponent controls attacks or is attacked, place 1 Gate Counter on this card at the end of the Damage Step. During your Main Phase: You can send this card to the Graveyard; Special Summon 1 monster from your hand whose Level is less than or equal to the number of Gate Counters on this card.",Continuous,,https://images.ygoprodeck.com/images/cards/97151365.jpg,22549
9891,Spatial Collapse,Trap Card,You can only activate this card if both you and your opponent each have 5 or less cards on the field. The maximum number of cards that each player can have on the field is 5.,Continuous,,https://images.ygoprodeck.com/images/cards/20644748.jpg,31739
9911,Speedroid Dupligate,Trap Card,"Banish 1 WIND monster from your GY, then target 1 card your opponent controls; return it to the hand. During your Main Phase, if this card is in your GY: You can target 1 Level 2 or higher ""Speedroid"" monster you control; reduce its Level by 1, and if you do, Special Summon this card as a Normal Monster (Machine/Tuner/WIND/Level 1/ATK 0/DEF 0). (This card is NOT treated as a Trap.) You can only use this effect of ""Speedroid Dupligate"" once per Duel.",Normal,Speedroid,https://images.ygoprodeck.com/images/cards/58543073.jpg,26930
9941,Spell Purification,Trap Card,Discard 1 card from your hand. Destroy all face-up Continuous Spell Cards.,Normal,,https://images.ygoprodeck.com/images/cards/1669772.jpg,24071
9943,Spell Reclamation,Trap Card,"Discard 1 card and chain this card to a Spell Card you activated. Whenever that Spell Card is sent to the Graveyard, return it to its owner's hand.",Normal,,https://images.ygoprodeck.com/images/cards/76137276.jpg,8624
9947,Spell Shield Type-8,Trap Card,"Activate 1 of these effects.
● When a Spell Card is activated that targets exactly 1 monster on the field: Negate the activation, and if you do, destroy it.
● When a Spell Card is activated: Send 1 Spell Card from your hand to the Graveyard; negate the activation, and if you do, destroy it.",Counter,,https://images.ygoprodeck.com/images/cards/38275183.jpg,32541
9950,Spell Vanishing,Trap Card,"Discard 2 cards from your hand. Negate the activation of a Spell Card and destroy it. Also, look at your opponent's hand and Deck and if you find any Spell Cards of the same name as the destroyed Spell Card, send all of them to the Graveyard.",Counter,,https://images.ygoprodeck.com/images/cards/29735721.jpg,18228
9955,Spell-Stopping Statute,Trap Card,Activate only when your opponent activates a Continuous Spell Card. Negate the activation and the effect of the card and destroy it.,Counter,,https://images.ygoprodeck.com/images/cards/10069180.jpg,26649
9956,Spellbinding Circle,Trap Card,"Activate this card by targeting 1 monster your opponent controls; it cannot attack or change its battle position. When that monster is destroyed, destroy this card.",Continuous,,https://images.ygoprodeck.com/images/cards/18807109.jpg,131263
9979,Spider Egg,Trap Card,"When your opponent declares a direct attack, while you have 3 or more Insect monsters in your GY: Negate the attack, and if you do, Special Summon 3 ""Spider Tokens"" (Insect/EARTH/Level 1/ATK 100/DEF 100) in Attack Position.",Normal,,https://images.ygoprodeck.com/images/cards/56051648.jpg,20159
9986,Spikeshield with Chain,Trap Card,"Target 1 face-up monster on the field; equip this card to that target. It gains 500 ATK. If the equipped monster attacks or is attacked while in Defense Position, it gains DEF equal to its ATK during damage calculation only.",Normal,,https://images.ygoprodeck.com/images/cards/6691855.jpg,19081
9987,Spin Turn,Trap Card,"Activate 1 of the following effects.
● Target 1 EARTH Machine Xyz Monster you control in Attack Position and 1 monster your opponent controls; change the battle position of your monster, and if you do, destroy that opponent's monster.
● Target 1 EARTH Machine Xyz Monster you control in Defense Position and 1 Spell/Trap your opponent controls; change the battle position of your monster, and if you do, destroy that opponent's Spell/Trap.",Normal,Infinitrack,https://images.ygoprodeck.com/images/cards/22866836.jpg,39810
